iteration,train_rmse,val_rmse,train_mae,val_mae
0,0.04696861251479677,0.03860364252820403,0.0320306752120102,0.02897162138145756
1,0.04693824607172205,0.03860283868591122,0.03202873708711105,0.02897060989317569
2,0.04690770348128832,0.03860165597597396,0.03202623579136033,0.02896911905316467
3,0.04690770429407932,0.03860053406918816,0.03202562306453533,0.02896770358678292
4,0.04686362006326116,0.0385986026415568,0.03202236573617205,0.02896526389839974
5,0.04683673019758924,0.03859821536720567,0.03202079886438174,0.02896477380259471
6,0.04683673019758924,0.03859821536720567,0.03202079886438174,0.02896477380259471
7,0.04680446185269867,0.03859714115550681,0.03201821202842089,0.02896341472356157
8,0.04677155025618553,0.03859646438912504,0.03201616797578079,0.02896255858835172
9,0.04674709271770108,0.03859519139120594,0.03201384234814356,0.02896094543182037
10,0.04674709312060526,0.03859498808149627,0.03201373058762093,0.02896068743853407
11,0.04672115449921886,0.03859333114485293,0.03201148960877213,0.02895858474075794
12,0.04668911338630403,0.03859081297752967,0.03200844700240549,0.02895538355647163
13,0.046664065884631,0.03858930629322469,0.03200631119499478,0.02895346498963508
14,0.04662875412097087,0.0385867948554189,0.03200306862904649,0.02895026165907356
15,0.04660457533746932,0.03858487583539423,0.03200072510949651,0.02894780847497962
16,0.0465795592449345,0.03858407919394719,0.03199868975887338,0.02894678962078284
17,0.04655646985791639,0.03858255750903835,0.03199923155464762,0.02894484098916027
18,0.04655646789544593,0.0385846229850751,0.03200037618455166,0.02894748520021411
19,0.04653267864448531,0.03858153195134761,0.03199738921722744,0.0289435252843594
20,0.04653268320868143,0.03857972168811235,0.03199638299482576,0.02894120085137811
21,0.04653268440979361,0.03857947016062266,0.03199624334812933,0.0289408780973066
22,0.04653268754156901,0.03857856522057106,0.03199573983587941,0.02893971504474228
23,0.0465326870347999,0.0385789179753475,0.03199593608105281,0.02894016834483905
24,0.0465326964819285,0.03857691826196166,0.03199482193178594,0.02893759462643753
25,0.04653270522668122,0.03857539187194596,0.0319939707664314,0.02893562826581977
26,0.0464941148120365,0.03857306007557629,0.03199058364235235,0.02893261757086624
27,0.04649411000032589,0.03857381759587988,0.03199100731613573,0.02893359628082676
28,0.04646527169462066,0.03857185591376168,0.03198833636279347,0.02893106037412177
29,0.04643710436658473,0.03856878539068238,0.03198478635701604,0.02892708295786922
30,0.04643711427735117,0.0385675767867854,0.0319841067862589,0.02892551339993423
31,0.04640876985005907,0.03856461314282633,0.03198087550726916,0.02892165966966951
32,0.04638018063752089,0.03856339393819463,0.03197838417177307,0.02892007147046653
33,0.0463801784278085,0.03856363742989871,0.03197852132013095,0.02892038827254013
34,0.04635733248893062,0.03856310975471514,0.03197672229510493,0.02891970046541907
35,0.0463573251581426,0.03856397737872883,0.03197721192774661,0.02892083144662055
36,0.04632947158920668,0.03856303681890733,0.03197489638596106,0.02891960587691177
37,0.04632947006911212,0.03856317335648284,0.03197497305820289,0.02891978310759772
38,0.04630261803136914,0.03856264074099548,0.0319728924237199,0.02891908860342069
39,0.0463026149689137,0.03856322911093813,0.03197322477529436,0.028919856114821
40,0.04630262146318569,0.03856216274055872,0.03197262268386484,0.02891846541526981
41,0.04627627676255325,0.03856132015415614,0.03197037781604149,0.0289173648967831
42,0.04627627425745798,0.03856159323240377,0.03197053198801478,0.02891772115941752
43,0.04627626942677104,0.03856241206939304,0.03197099519902596,0.02891879117285663
44,0.04624546812784013,0.03856062908709084,0.03196824759429914,0.0289164628918198
45,0.0462454714744306,0.03856022930605072,0.03196802104441512,0.02891593952239914
46,0.04624546940554221,0.03856052561603512,0.03196818919121465,0.02891632787544619
47,0.04621524982287469,0.0385577255061901,0.03196487776089928,0.02891266293485056
48,0.04618813453645153,0.03855757886632837,0.03196647280723785,0.02891247117553245
49,0.04618813903813736,0.03855694820420024,0.03196611467153995,0.02891164382242344
50,0.04618814089074849,0.03855670827307367,0.03196597849531235,0.02891132937405597
51,0.04615866336848379,0.03855491779807603,0.03196325964006906,0.0289089801128615
52,0.04615868008213605,0.03855276760532415,0.03196203564733499,0.02890615284612233
53,0.04615868187933189,0.03855252842625548,0.03196189900862004,0.02890583708543669
54,0.04615868074100938,0.03855265730288468,0.03196197247292262,0.02890600694385781
55,0.04615868007657221,0.0385527264222293,0.03196201207272222,0.02890609830236909
56,0.04613600000566861,0.03855152710820811,0.03195984233234227,0.02890451906714588
57,0.04613600607760759,0.0385508526264793,0.0319594574753039,0.02890363008799878
58,0.04613600607760759,0.0385508526264793,0.0319594574753039,0.02890363008799878
59,0.04610916668229628,0.03855039389146006,0.03195735372506815,0.02890302475160834
60,0.04608703897435541,0.03854971281309683,0.03195549713487591,0.02890212621158835
61,0.04606527496511834,0.03854853563940439,0.03195336516202947,0.02890057120980187
62,0.04604306313425544,0.03854787151045976,0.03195135328218617,0.02889969311654568
63,0.04604307684091224,0.03854622592936665,0.03195041090253643,0.02889751611616124
64,0.0460430707541601,0.03854688337853101,0.03195078756493365,0.02889838621697642
65,0.04601730367888365,0.03854505653141069,0.03194792343923838,0.02889596654567867
66,0.04601728991527582,0.03854688535467815,0.03194897239728529,0.02889838945120573
67,0.04601728920805791,0.03854689328908057,0.03194897660047918,0.02889839934015816
68,0.04599132199718755,0.0385455417590865,0.03194984625489927,0.02889660947998478
69,0.04596319879663272,0.03854521419791289,0.03194800111217589,0.02889617620544
70,0.04596320693960354,0.03854408124281754,0.0319473503725177,0.028894673042338
71,0.04593557356713961,0.03854354240837938,0.03194539512379754,0.02889395806599747
72,0.0459085877724931,0.03854457552858958,0.0319443651046078,0.0288953284309669
73,0.04588205555347874,0.03854453065041159,0.03194251970479586,0.02889526919885115
74,0.04588205523450643,0.03854445878803003,0.03194247836024004,0.02889517372135412
75,0.04588205809411123,0.03854386605432427,0.03194213797861552,0.02889438731045547
76,0.04585879672142001,0.03854386605432427,0.03194329471661988,0.02889438731045547
77,0.04583291742096474,0.03854362493530093,0.03194135028103542,0.02889406720853665
78,0.0458329174260899,0.03854360324689229,0.03194133805595302,0.02889403939585794
79,0.04583292201914561,0.03854205635641022,0.03194043001281542,0.02889198421034962
80,0.04580945690303229,0.03854041815748137,0.03193781067668927,0.02888980489224196
81,0.04580945398702983,0.0385412176089704,0.03193828055295937,0.02889086851342158
82,0.04578544222114407,0.03853939318014487,0.03193896784725533,0.02888843949714845
83,0.04578543838703867,0.03854057144958597,0.03193966082742523,0.02889000815762715
84,0.04576280204096753,0.03853989345234198,0.03193787403201581,0.02888910543935543
85,0.04576280015694305,0.03854222172985637,0.031939243011815,0.02889220366381447
86,0.04576280125493413,0.03854291950156688,0.03193965258608194,0.02889313071288846
87,0.04573709458070867,0.03854224580087277,0.03193766571954981,0.0288922361754389
88,0.04573709541051712,0.03854278534912065,0.03193798264490392,0.02889295348008587
89,0.04571258994303034,0.03854290279729416,0.03193628850747571,0.02889310951260003
90,0.0457125845587581,0.0385394751045217,0.03193427350085516,0.02888854883441871
91,0.04571258656960379,0.03854128503240292,0.03193533760354924,0.02889095738064498
92,0.04568749766731305,0.03854107701626758,0.03193364309341064,0.02889068179382858
93,0.04566579215753729,0.03854107701626758,0.0319353636751403,0.02889068179382858
94,0.04566579215753729,0.03854107701626758,0.0319353636751403,0.02889068179382858
95,0.04566579147650373,0.03854063504199449,0.03193510356681111,0.02889009289739823
96,0.04564170966215755,0.03853917377661267,0.03193582248345322,0.02888814708302644
97,0.04564170966215755,0.03853917377661267,0.03193582248345322,0.02888814708302644
98,0.04564170590351441,0.03853751037260054,0.03193484192048476,0.028885927694765
99,0.04564170624421088,0.03853750001101867,0.03193483592175172,0.02888591398315674
100,0.04564170485024442,0.03853675087811022,0.03193439365779036,0.02888491299553689
101,0.04564170481890865,0.03853735771303808,0.03193475158038134,0.02888572340069169
102,0.04564170585729656,0.03853715125843688,0.03193463020646961,0.02888544833456928
103,0.04564170610786632,0.03853779157128764,0.03193500771585348,0.02888630286959762
104,0.04560855497382105,0.03853573275210808,0.03193168105338106,0.02888355238405479
105,0.04560855678397621,0.03853672833685046,0.03193226927109679,0.02888488372872499
106,0.04560855659788314,0.03853656618065262,0.03193217344825113,0.02888466697186232
107,0.04558052527326496,0.03853600660127613,0.03193003354193289,0.02888391932726584
108,0.04555884717670786,0.03853429278657252,0.03192742257138683,0.0288816261084073
109,0.04555884822567319,0.03853447909600739,0.03192753231691554,0.02888187457892028
110,0.04555884822567319,0.03853447909600739,0.03192753231691554,0.02888187457892028
111,0.04553521416432187,0.03853447909600739,0.03192910916573697,0.02888187457892028
112,0.04553521336536496,0.03853410305947756,0.03192888728969576,0.02888137201609259
113,0.0455352096599325,0.03853317544554458,0.03192833765884163,0.02888012832369317
114,0.04553521209676971,0.03853386850286297,0.03192874795223107,0.02888105691156604
115,0.04553520728585495,0.03853189177634832,0.03192757714282225,0.02887840685857968
116,0.04553520549680264,0.03853108534001352,0.03192709829701798,0.02887732315681536
117,0.04553520605102184,0.03853138530120372,0.03192727644261274,0.02887772633694112
118,0.04551185180079258,0.03852881348630349,0.03192421817787521,0.02887426845898683
119,0.04551185207636123,0.03852896763102764,0.03192430978664492,0.02887447582219135
120,0.04551185144789658,0.0385284459970749,0.03192399954377966,0.02887377376160161
121,0.0455118521620362,0.0385286511517267,0.03192412195148667,0.02887405056337064
122,0.04551185143184347,0.03852874311931506,0.0319241766827843,0.0288741745562716
123,0.04551185196819246,0.03852921794270435,0.03192445852892598,0.02887481246566908
124,0.04551185224311899,0.03852858703630763,0.0319240837409628,0.02887396411970258
125,0.04551185288308349,0.03852693541658744,0.03192309999680681,0.02887173772958869
126,0.04548898267974345,0.03852492295525232,0.03192038471767898,0.02886902141935107
127,0.04548898130983183,0.03852618564237843,0.03192113824787222,0.0288707267916338
128,0.04548898236548942,0.03852525054945197,0.03192058042509748,0.02886946419973604
129,0.04546834043695517,0.03852281076989455,0.03191757192808006,0.02886616413227536
130,0.04546834030665448,0.03852309456663886,0.03191774160380837,0.02886654801074077
131,0.04546834167189025,0.03852222270919148,0.03191722046670947,0.02886536856478249
132,0.04546834176333446,0.03852242916245437,0.03191734379939119,0.02886564780280671
133,0.04546834343242985,0.03852186403073717,0.03191700570571881,0.02886488240381533
134,0.04546834985839588,0.03852038109660754,0.03191611674879954,0.02886287045072426
135,0.0454683492384841,0.0385204027341275,0.031916129673054,0.02886289985300126
136,0.04546834899560676,0.03852048769444352,0.03191618110436834,0.0288630159529434
137,0.04546834372236349,0.03852166938049568,0.03191688863384631,0.02886461768384007
138,0.04546834518776904,0.03852146414659203,0.03191676627238804,0.0288643404037099
139,0.04546834518776904,0.03852146414659203,0.03191676627238804,0.0288643404037099
140,0.04546834518776904,0.03852146414659203,0.03191676627238804,0.0288643404037099
141,0.04546834871957968,0.03852068709766541,0.03191630022025358,0.02886328565126116
142,0.04546834871957968,0.03852068709766541,0.03191630022025358,0.02886328565126116
143,0.04544603147536821,0.03851918269425276,0.03191390019109674,0.02886124255389652
144,0.04544603147536821,0.03851918269425276,0.03191390019109674,0.02886124255389652
145,0.04544603147536821,0.03851918269425276,0.03191390019109674,0.02886124255389652
146,0.04542380648600304,0.0385185172289306,0.03191180601117528,0.02886033825449307
147,0.0454238045595222,0.03851905462711911,0.03191212925084204,0.02886106973429295
148,0.04540186845917501,0.03851600837440915,0.0319088062247898,0.02885692400688475
149,0.04540186038333228,0.03851770784158677,0.03190982873626815,0.02885923829268325
150,0.04540185695702346,0.03851870244266725,0.03191042652384477,0.02886059129271995
151,0.04540185596893555,0.03851909448941025,0.03191066201061678,0.028861124208197
152,0.04540185623145949,0.03851899039634315,0.03191059899535447,0.02886098177934235
153,0.04540185722801277,0.03851873438336711,0.03191044541327927,0.02886063414837488
154,0.04540185780898277,0.03851835553098559,0.03191021762828197,0.02886011859571392
155,0.04540186179494202,0.0385173353405598,0.03190960464935601,0.02885873108594255
156,0.04540185784682335,0.03851828828529123,0.03191017702461275,0.02886002676730806
157,0.04540185601840139,0.03851928054029366,0.03191077350634273,0.02886137660508129
158,0.04540185601840139,0.03851928054029366,0.03191077350634273,0.02886137660508129
159,0.04537252311547491,0.03851761669383354,0.0319077544614397,0.02885911419395019
160,0.04537252059828833,0.03851897631181105,0.03190857106538629,0.02886096254753118
161,0.04537252324204958,0.03851745384432424,0.0319076566471779,0.02885889267040925
162,0.0453725239727084,0.03851732522856686,0.03190757911344002,0.02885871715420349
163,0.0453725239727084,0.03851732522856686,0.03190757911344002,0.02885871715420349
164,0.04537253228851645,0.03851510077824948,0.03190623965937764,0.02885568550449203
165,0.04535173371377654,0.03851419460247667,0.03190424250476897,0.02885444831441749
166,0.04532357544191964,0.03851319895068057,0.03190165203057425,0.02885308827019551
167,0.04532358092003139,0.03851196066387905,0.03190090418852205,0.02885139548981732
168,0.04530239479180305,0.03851080252411746,0.03190186087263362,0.02884980906647715
169,0.04528123879934956,0.03851101344565341,0.03190033271828958,0.0288500975521112
170,0.04528125388167272,0.03850791164519552,0.03189845292483472,0.02884584294886074
171,0.04528126150894367,0.0385067551237377,0.03189774984249005,0.02884425172074274
172,0.04528126254173106,0.03850666580158534,0.03189769550657377,0.0288441286760975
173,0.04528126816174626,0.03850586929292343,0.0318972115398556,0.02884303311478685
174,0.04528126666454894,0.03850607039643975,0.03189733352497612,0.02884330938316204
175,0.04528125530310508,0.03850759309498315,0.03189825910817335,0.0288454043763605
176,0.04528125973195789,0.03850707222316663,0.03189794264938737,0.02884468809616837
177,0.04528125215127238,0.03850817689721633,0.03189861361107842,0.02884620665572584
178,0.04528124766851861,0.03850889173817798,0.03189904741922932,0.02884718854488297
179,0.04525396751079967,0.03850807136269321,0.03189658394632924,0.02884606167420068
180,0.04525396751079967,0.03850807136269321,0.03189658394632924,0.02884606167420068
181,0.04525396751079967,0.03850807136269321,0.03189658394632924,0.02884606167420068
182,0.04525396464899979,0.0385088024025167,0.03189702774556726,0.02884706594049931
183,0.0452347367517544,0.03850736740203378,0.0318947524560512,0.02884509431367571
184,0.04523474475641404,0.03850580068940841,0.03189379968721249,0.02884293811141767
185,0.04521589809736279,0.03850457591070263,0.03189166265647739,0.02884125107137317
186,0.04521590117885545,0.03850402440553513,0.03189132669296736,0.02884049073115668
187,0.04521591327073608,0.03850234251436683,0.03189030058224918,0.02883816830475222
188,0.04521590424236825,0.03850357527308684,0.03189105261389271,0.02883987044915557
189,0.04519735645978355,0.03850157548062497,0.03188844635981083,0.02883710769767111
190,0.04519735589948179,0.03850170888094925,0.03188852811125202,0.02883729265833443
191,0.04519735693767416,0.03850153809299213,0.03188842360543299,0.028837056259032
192,0.04519735471845125,0.0385018809409497,0.03188863294716007,0.0288375299423933
193,0.04519735181936558,0.03850228522393893,0.03188887974310815,0.02883808852850714
194,0.04519736034721481,0.03850109735878374,0.03188815426277296,0.02883644656024196
195,0.04519736034721481,0.03850109735878374,0.03188815426277296,0.02883644656024196
196,0.04519735652189562,0.03850169536089352,0.03188851987716344,0.02883727398108352
197,0.04517700733203801,0.03850169536089352,0.03188689036191438,0.02883727398108352
198,0.0451770042353468,0.03850222600201559,0.0318872143152626,0.02883800722404637
199,0.0451770042353468,0.03850222600201559,0.0318872143152626,0.02883800722404637
200,0.04517700354914035,0.03850226750948988,0.03188723985544663,0.02883806493217972
201,0.045176995911638,0.038503826119183,0.03188819040842681,0.02884021641432562
202,0.04517699033573394,0.03850532613124802,0.03188910440404871,0.02884228510612791
203,0.04517699033573394,0.03850532613124802,0.03188910440404871,0.02884228510612791
204,0.04517699379922887,0.03850421759138257,0.03188842914621286,0.02884075690314851
205,0.04517698957821323,0.0385055812924443,0.03188925953863049,0.02884263623167168
206,0.04517698865708966,0.0385057371107594,0.03188935453534678,0.02884285132485357
207,0.04517698865708966,0.0385057371107594,0.03188935453534678,0.02884285132485357
208,0.0451769942011986,0.03850432966992202,0.03188849727241386,0.02884091104126789
209,0.04517699138211772,0.0385047912713181,0.03188877859077586,0.02884154776534574
210,0.04517698855841045,0.03850595985029513,0.03188949002963223,0.02884315793317827
211,0.04517699026559603,0.03850521721446715,0.03188903826745018,0.02884213538755747
212,0.04517698912531604,0.03850559813358335,0.03188926965078047,0.02884265933270481
213,0.04517699237722122,0.03850472178226685,0.03188873629766755,0.02884145191531967
214,0.0451769928773213,0.03850454911524623,0.03188863128220559,0.02884121427143162
215,0.0451769919076619,0.03850476523465317,0.03188876275738525,0.02884151197715916
216,0.0451769919076619,0.03850476523465317,0.03188876275738525,0.02884151197715916
217,0.0451769919076619,0.03850476523465317,0.03188876275738525,0.02884151197715916
218,0.04517699320974122,0.03850438826245059,0.03188853312606588,0.02884099221449684
219,0.04517699038603407,0.03850522021958008,0.03188903955606691,0.02884213846515525
220,0.0451769856214787,0.03850756659299386,0.03189046658437696,0.02884536828761074
221,0.04517698514396069,0.03850745670624035,0.03189039989370044,0.02884521734138781
222,0.04517699001425222,0.03850539152050658,0.03188914419519112,0.0288423751861873
223,0.04517699046675734,0.03850519057814085,0.03188902202326199,0.02884209870614789
224,0.04517699366581397,0.03850440085649457,0.03188854061654735,0.02884100906720216
225,0.04517699312611677,0.03850443767295217,0.03188856295831392,0.02884105968881737
226,0.04517699260806077,0.03850451880590484,0.03188861273918319,0.02884117235344919
227,0.04517700205613261,0.0385025903290325,0.03188743653408856,0.02883851026100191
228,0.04517700303578908,0.03850239031584467,0.0318873147221741,0.02883823442442173
229,0.04517700379119249,0.03850221117671035,0.03188720503831038,0.02883798623965545
230,0.04517700329571873,0.03850244447752433,0.031887347179718,0.02883830802430484
231,0.04517700329571873,0.03850244447752433,0.031887347179718,0.02883830802430484
232,0.04515682709081235,0.03850105011061685,0.03188811940800294,0.02883638130839575
233,0.04515682608443904,0.0385012902077731,0.03188826631076322,0.02883671369318935
234,0.04515682712568124,0.03850101037180856,0.03188809484584364,0.02883632562800565
235,0.04515682438645368,0.03850163697085401,0.03188847797580912,0.02883719274435531
236,0.04515682438645368,0.03850163697085401,0.03188847797580912,0.02883719274435531
237,0.04515681776418856,0.03850302047450883,0.03188932270805524,0.02883910457603633
238,0.04515680848004092,0.03850659975379751,0.03189150237876417,0.02884403823620894
239,0.04513824274798827,0.0385058338037565,0.03189264378168537,0.02884298376739025
240,0.04513824274798827,0.0385058338037565,0.03189264378168537,0.02884298376739025
241,0.04513824329069931,0.03850765553709249,0.03189375137406045,0.02884549054909836
242,0.04513824250325623,0.03850652047805135,0.03189306146852462,0.02884392921643501
243,0.04513824250325623,0.03850652047805135,0.03189306146852462,0.02884392921643501
244,0.04513824276592037,0.03850672180104538,0.03189318387895213,0.02884420620446855
245,0.04513824249646792,0.03850614265490959,0.03189283178551549,0.02884340927174146
246,0.04513824217898726,0.03850653625827627,0.03189307136212665,0.02884395160204307
247,0.04513824222760406,0.03850579786020006,0.0318926220728917,0.02884293479252268
248,0.04513824222760406,0.03850579786020006,0.0318926220728917,0.02884293479252268
249,0.04513824556152371,0.03850352605195033,0.0318912386172383,0.02883980336006392
250,0.0451382439126726,0.03850425946798323,0.03189168560310487,0.02884081499227746
251,0.04513824409007094,0.03850404244879285,0.0318915528492837,0.02884051476774568
252,0.04513824957753007,0.0385022953639332,0.03189048749606008,0.02883810328150337
253,0.04513824565785482,0.03850363428056055,0.03189130439019482,0.02883995224891061
254,0.04513824659471896,0.03850316174388022,0.03189101617170285,0.0288392999929122
255,0.04513824759224617,0.03850299559216246,0.03189091439183871,0.02883906962604008
256,0.04513824759224617,0.03850299559216246,0.03189091439183871,0.02883906962604008
257,0.04513825015312309,0.03850209603575292,0.03189036550912589,0.02883782720362598
258,0.04513825399102443,0.03850125247690792,0.03188985049681051,0.02883666148409247
259,0.04511681914839089,0.03850024300829208,0.03188760134100391,0.02883526411076838
260,0.04511682508253524,0.03849900348932165,0.03188684235935434,0.02883354624817994
261,0.04511682505642909,0.03849900336690715,0.03188684221698078,0.02883354598148303
262,0.04511683583705107,0.03849722233865105,0.03188575018458467,0.02883107426830313
263,0.04511683866868436,0.03849687030390644,0.03188553395723705,0.02883058492602272
264,0.04511684007409774,0.03849671242007804,0.03188543707157731,0.02883036551489071
265,0.04509759814731749,0.03849579175645208,0.03188646417074885,0.02882908580994064
266,0.04509758861003174,0.03849731937154093,0.03188740188925152,0.02883120831525461
267,0.04509758861003174,0.03849731937154093,0.03188740188925152,0.02883120831525461
268,0.04509758575829891,0.03849780890308475,0.03188770290322696,0.02883188932372088
269,0.04509757940468886,0.03849907662332419,0.03188847943763189,0.0288336470765485
270,0.04509758139085976,0.0384986523844711,0.0318882200411705,0.0288330599072982
271,0.04509758503341652,0.03849789330417932,0.03188775461294054,0.0288320063655688
272,0.04509758227138554,0.03849847556888462,0.03188811110726176,0.02883281355977736
273,0.04509758227138554,0.03849847556888462,0.03188811110726176,0.02883281355977736
274,0.04509758227138554,0.03849847556888462,0.03188811110726176,0.02883281355977736
275,0.04509758150459761,0.03849863656300137,0.03188820991813846,0.02883303713222796
276,0.04509758530260131,0.0384978466201434,0.03188772594325875,0.02883194162595001
277,0.04509758837285536,0.03849729595390454,0.03188738749410591,0.02883117580363019
278,0.04509758412390649,0.03849820911948989,0.03188794770866574,0.0288324436172843
279,0.04509758441261053,0.03849796621972406,0.03188779910966507,0.02883210724473677
280,0.04507677183151448,0.03849796621972406,0.03188618966455353,0.02883210724473677
281,0.04507677480491624,0.03849741018312516,0.03188584868622964,0.02883133539421992
282,0.04507677480491624,0.03849741018312516,0.03188584868622964,0.02883133539421992
283,0.04507677438448918,0.03849749411259834,0.03188590010666192,0.02883145182647488
284,0.04505735665670495,0.03849749411259834,0.03188430278960111,0.02883145182647488
285,0.04505735804329704,0.03849697330044364,0.0318839828317809,0.02883072780783881
286,0.04505735804329704,0.03849697330044364,0.0318839828317809,0.02883072780783881
287,0.04505735685631698,0.03849724474024548,0.03188414930455757,0.0288311047013849
288,0.04505736826030252,0.03849486046169891,0.03188268429787418,0.02882778875699097
289,0.04505736753143183,0.03849498198450384,0.03188275910384351,0.02882795796560293
290,0.04505738178697991,0.03849289724567196,0.03188147558445272,0.02882505290379579
291,0.04505738261207919,0.03849274703807975,0.03188138280722232,0.02882484289055521
292,0.04505738312203692,0.03849261171153506,0.03188129924165181,0.02882465396330438
293,0.04505737149961409,0.03849435083982072,0.03188237089377183,0.0288270792839202
294,0.04505737032548848,0.03849452191075173,0.03188247649867846,0.02882731818932701
295,0.04505736483148118,0.03849546929421171,0.03188305902689289,0.02882863681932742
296,0.04505736569781609,0.03849530847220652,0.03188295986416306,0.02882841243831949
297,0.04505738431121761,0.03849253037434326,0.03188124958365909,0.028824541260573
298,0.04505738733861236,0.03849216987952002,0.03188102674727648,0.02882403708486395
299,0.04503706765934577,0.0384916761675053,0.03187912537969337,0.02882334757596254
300,0.04501708206871942,0.03848981897324935,0.03187638495893679,0.02882075100629167
301,0.04501709102321737,0.03848868852690066,0.03187568498432578,0.02881916692819108
302,0.0450171018085628,0.03848759514222035,0.03187500767703617,0.02881763386116786
303,0.0450171018085628,0.03848759514222035,0.03187500767703617,0.02881763386116786
304,0.0450171018085628,0.03848759514222035,0.03187500767703617,0.02881763386116786
305,0.04501708963023089,0.03848892905347182,0.03187583369849487,0.02881950344890356
306,0.04501709496650398,0.03848835457341327,0.03187547811373212,0.0288186986761337
307,0.04501708434286219,0.03848948872439476,0.03187618066965735,0.02882028874009848
308,0.04501707712171785,0.03849048246829185,0.03187679496621885,0.02882167912850326
309,0.04501708713611415,0.03848915657114454,0.03187597469728669,0.02881982273591513
310,0.04499754180006236,0.03848752404894837,0.03187338347948485,0.02881753404878757
311,0.04499756930141709,0.03848488813066662,0.03187174751843165,0.02881383114409718
312,0.04499756202368821,0.03848557292847714,0.03187217318635169,0.02881479458883405
313,0.04499756861034878,0.03848495252986104,0.03187178725969797,0.02881392110985789
314,0.04499756592208229,0.03848522455974821,0.03187195641308762,0.02881430387920277
315,0.04499758055051366,0.03848394508185665,0.03187116066913439,0.02881250300190666
316,0.04499757004625309,0.03848479094891512,0.03187168693168137,0.02881369422697885
317,0.04499756471478895,0.03848531219447891,0.0318720107870911,0.0288144270085137
318,0.04499754966246919,0.03848675778737062,0.03187290874891121,0.02881645933216946
319,0.04499755705938647,0.0384859964332628,0.03187243575039805,0.02881538893350146
320,0.04497850101230961,0.03848545273137419,0.03187053662134441,0.02881462484259497
321,0.04497850411258663,0.03848510661264901,0.03187032176966996,0.02881413858214563
322,0.04497849501545788,0.03848602915732442,0.03187089437979773,0.02881543472070586
323,0.044978494492241,0.03848604694004588,0.03187090547586689,0.02881545993414792
324,0.04497848697196742,0.03848698785458365,0.03187148951940753,0.02881678173487837
325,0.04496137295765913,0.03848698785458365,0.03187304101031938,0.02881678173487837
326,0.04496136584673126,0.03848794702742841,0.03187363590508293,0.02881812811405821
327,0.04496135565258202,0.03848987314853754,0.03187482820836485,0.02882082669741728
328,0.04496135557304732,0.03848995057767059,0.03187487570626957,0.02882093416357582
329,0.04496135477057016,0.0384900580580257,0.0318749424858162,0.02882108534262939
330,0.04496136025499763,0.03848902161542594,0.03187430116049619,0.02881963373669846
331,0.04496135787722937,0.03848941789196968,0.03187454657623691,0.02882018925368109
332,0.04496135653400297,0.03848966832294125,0.03187470126012023,0.02882053948600184
333,0.0449613540229282,0.03849019673579967,0.03187502785236688,0.02882127867672931
334,0.04496136332864504,0.0384883865584173,0.03187390797732519,0.02881874404847622
335,0.04494459222110329,0.03848752079647755,0.03187491667312738,0.02881752943874083
336,0.04494459222110329,0.03848752079647755,0.03187491667312738,0.02881752943874083
337,0.04494458897370274,0.03848813332447424,0.03187529672437802,0.02881838968870315
338,0.04494458884034671,0.03848816009097263,0.03187531278266444,0.02881842611188238
339,0.04494458884034671,0.03848816009097263,0.03187531278266444,0.02881842611188238
340,0.04494458533041105,0.03848895306630487,0.03187580396327849,0.02881953786127269
341,0.04492607332560577,0.03848787781323065,0.03187356904845507,0.0288180304564197
342,0.04492606946051092,0.03848884237626136,0.03187416677799406,0.0288193833717907
343,0.04492607067552088,0.03848867135248079,0.03187406102617969,0.02881914387372407
344,0.04492606843540661,0.03848919786178489,0.03187438650120199,0.02881988055834716
345,0.04492606843540661,0.03848919786178489,0.03187438650120199,0.02881988055834716
346,0.04492606714529376,0.03848949818185495,0.03187457265145532,0.02882030178284781
347,0.04492606368713355,0.03849129398653791,0.03187568219489225,0.02882281341589987
348,0.04492606426024112,0.03849126008595177,0.03187566185270335,0.02882276701910252
349,0.04492606334922992,0.03849271261939326,0.03187655818584251,0.02882479574446651
350,0.04492606296583092,0.03849243029534607,0.03187638377732694,0.02882440113462508
351,0.04492606343753981,0.03849209746980602,0.03187617880293143,0.02882393698038703
352,0.04492606343753981,0.03849209746980602,0.03187617880293143,0.02882393698038703
353,0.04492606376404989,0.03849173437245861,0.03187595452558332,0.02882342940111729
354,0.04492606376404989,0.03849173437245861,0.03187595452558332,0.02882342940111729
355,0.04492606357296147,0.0384916026095967,0.03187587292830459,0.02882324501618065
356,0.04492606264799413,0.03849226903297734,0.03187628448401245,0.02882417637262155
357,0.04492606372888362,0.03849293924348969,0.0318766973990704,0.02882511088285934
358,0.04492606721065885,0.03848971115045733,0.03187470435606499,0.02882059994577007
359,0.04492606439014339,0.03849112026666192,0.0318755752297287,0.02882257113656537
360,0.04492606347787063,0.03849124552901115,0.03187565257212378,0.02882274626754224
361,0.04492606474925716,0.03849044488772492,0.03187515784758701,0.02882162648337808
362,0.04492606392016917,0.0384915022218766,0.03187581119213721,0.02882310518656265
363,0.04492606313775925,0.0384928035213205,0.03187661371243702,0.0288249216042459
364,0.04492606340087544,0.03849268669484487,0.03187654181560384,0.02882475876249373
365,0.04492606284381345,0.03849315436226779,0.03187683033153865,0.02882541181434962
